Year,Region,Product_Category,Actual_Units_Sold (2015-2024),Forecast_Units_Sold (2025-2035),ASP (Avg_Selling_Price)
2025,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.102,67.85
2026,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.104,69.21
2027,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.106,70.59
2028,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.108,72.0
2029,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.11,73.44
2030,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.112,74.91
2031,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.114,76.41
2032,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.116,77.94
2033,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.118,79.5
2034,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.12,81.09
2035,Hungary,Rice cooker – Fuzzy-logic (microcomputer),,0.122,82.71
2015,Hungary,Rice cooker – Induction-heating (IH),0.036,,70.84
2016,Hungary,Rice cooker – Induction-heating (IH),0.037,,72.26
2017,Hungary,Rice cooker – Induction-heating (IH),0.038,,73.7
2018,Hungary,Rice cooker – Induction-heating (IH),0.038,,75.18
2019,Hungary,Rice cooker – Induction-heating (IH),0.039,,76.68
2020,Hungary,Rice cooker – Induction-heating (IH),0.04,,78.21
2021,Hungary,Rice cooker – Induction-heating (IH),0.041,,79.78
2022,Hungary,Rice cooker – Induction-heating (IH),0.042,,81.37
2023,Hungary,Rice cooker – Induction-heating (IH),0.043,,83.0
2024,Hungary,Rice cooker – Induction-heating (IH),0.043,,84.66
2025,Hungary,Rice cooker – Induction-heating (IH),,0.044,86.35
2026,Hungary,Rice cooker – Induction-heating (IH),,0.045,88.08
2027,Hungary,Rice cooker – Induction-heating (IH),,0.046,89.84
2028,Hungary,Rice cooker – Induction-heating (IH),,0.047,91.64
2029,Hungary,Rice cooker – Induction-heating (IH),,0.048,93.47
2030,Hungary,Rice cooker – Induction-heating (IH),,0.049,95.34
2031,Hungary,Rice cooker – Induction-heating (IH),,0.05,97.25
2032,Hungary,Rice cooker – Induction-heating (IH),,0.05,99.19
2033,Hungary,Rice cooker – Induction-heating (IH),,0.051,101.18
2034,Hungary,Rice cooker – Induction-heating (IH),,0.052,103.2
2035,Hungary,Rice cooker – Induction-heating (IH),,0.053,105.26
2015,Hungary,Coffee maker – Drip,0.12,,182.16
2016,Hungary,Coffee maker – Drip,0.123,,185.8
2017,Hungary,Coffee maker – Drip,0.126,,189.52
2018,Hungary,Coffee maker – Drip,0.129,,193.31
2019,Hungary,Coffee maker – Drip,0.132,,197.18
2020,Hungary,Coffee maker – Drip,0.136,,201.12
2021,Hungary,Coffee maker – Drip,0.139,,205.14
2022,Hungary,Coffee maker – Drip,0.143,,209.24
2023,Hungary,Coffee maker – Drip,0.146,,213.43
2024,Hungary,Coffee maker – Drip,0.15,,217.7
2025,Hungary,Coffee maker – Drip,,0.153,222.05
2026,Hungary,Coffee maker – Drip,,0.157,226.49
2027,Hungary,Coffee maker – Drip,,0.16,231.02
2028,Hungary,Coffee maker – Drip,,0.164,235.64
2029,Hungary,Coffee maker – Drip,,0.168,240.36
2030,Hungary,Coffee maker – Drip,,0.172,245.16
2031,Hungary,Coffee maker – Drip,,0.176,250.07
2032,Hungary,Coffee maker – Drip,,0.18,255.07
2033,Hungary,Coffee maker – Drip,,0.184,260.17
2034,Hungary,Coffee maker – Drip,,0.188,265.37
2035,Hungary,Coffee maker – Drip,,0.192,270.68
2015,Hungary,Coffee maker – Single-serve pod,0.072,,202.4
2016,Hungary,Coffee maker – Single-serve pod,0.074,,206.45
2017,Hungary,Coffee maker – Single-serve pod,0.076,,210.58
2018,Hungary,Coffee maker – Single-serve pod,0.078,,214.79
2019,Hungary,Coffee maker – Single-serve pod,0.08,,219.08
2020,Hungary,Coffee maker – Single-serve pod,0.082,,223.47
2021,Hungary,Coffee maker – Single-serve pod,0.084,,227.94
2022,Hungary,Coffee maker – Single-serve pod,0.087,,232.49
2023,Hungary,Coffee maker – Single-serve pod,0.089,,237.14
2024,Hungary,Coffee maker – Single-serve pod,0.092,,241.89
2025,Hungary,Coffee maker – Single-serve pod,,0.094,246.72
2026,Hungary,Coffee maker – Single-serve pod,,0.096,251.66
2027,Hungary,Coffee maker – Single-serve pod,,0.099,256.69
2028,Hungary,Coffee maker – Single-serve pod,,0.101,261.83
2029,Hungary,Coffee maker – Single-serve pod,,0.104,267.06
2030,Hungary,Coffee maker – Single-serve pod,,0.106,272.4
2031,Hungary,Coffee maker – Single-serve pod,,0.109,277.85
2032,Hungary,Coffee maker – Single-serve pod,,0.111,283.41
2033,Hungary,Coffee maker – Single-serve pod,,0.114,289.08
2034,Hungary,Coffee maker – Single-serve pod,,0.117,294.86
2035,Hungary,Coffee maker – Single-serve pod,,0.12,300.76
2015,Hungary,Coffee maker – Espresso (semi/auto),0.048,,323.84
2016,Hungary,Coffee maker – Espresso (semi/auto),0.049,,330.32
2017,Hungary,Coffee maker – Espresso (semi/auto),0.051,,336.92
2018,Hungary,Coffee maker – Espresso (semi/auto),0.052,,343.66
2019,Hungary,Coffee maker – Espresso (semi/auto),0.054,,350.53
2020,Hungary,Coffee maker – Espresso (semi/auto),0.055,,357.55
2021,Hungary,Coffee maker – Espresso (semi/auto),0.057,,364.7
2022,Hungary,Coffee maker – Espresso (semi/auto),0.058,,371.99
2023,Hungary,Coffee maker – Espresso (semi/auto),0.06,,379.43
2024,Hungary,Coffee maker – Espresso (semi/auto),0.062,,387.02
2025,Hungary,Coffee maker – Espresso (semi/auto),,0.063,394.76
2026,Hungary,Coffee maker – Espresso (semi/auto),,0.065,402.65
2027,Hungary,Coffee maker – Espresso (semi/auto),,0.066,410.71
2028,Hungary,Coffee maker – Espresso (semi/auto),,0.068,418.92
2029,Hungary,Coffee maker – Espresso (semi/auto),,0.07,427.3
2030,Hungary,Coffee maker – Espresso (semi/auto),,0.072,435.85
2031,Hungary,Coffee maker – Espresso (semi/auto),,0.074,444.56
2032,Hungary,Coffee maker – Espresso (semi/auto),,0.076,453.45
2033,Hungary,Coffee maker – Espresso (semi/auto),,0.078,462.52
2034,Hungary,Coffee maker – Espresso (semi/auto),,0.08,471.77
2035,Hungary,Coffee maker – Espresso (semi/auto),,0.082,481.21
2015,Hungary,"Dishwasher – Built-in full-size (24"")",0.056,,414.0
2016,Hungary,"Dishwasher – Built-in full-size (24"")",0.057,,422.28
2017,Hungary,"Dishwasher – Built-in full-size (24"")",0.058,,430.73
2018,Hungary,"Dishwasher – Built-in full-size (24"")",0.059,,439.34
2019,Hungary,"Dishwasher – Built-in full-size (24"")",0.061,,448.13
2020,Hungary,"Dishwasher – Built-in full-size (24"")",0.062,,457.09
2021,Hungary,"Dishwasher – Built-in full-size (24"")",0.063,,466.23
2022,Hungary,"Dishwasher – Built-in full-size (24"")",0.064,,475.56
2023,Hungary,"Dishwasher – Built-in full-size (24"")",0.066,,485.07
2024,Hungary,"Dishwasher – Built-in full-size (24"")",0.067,,494.77
2025,Hungary,"Dishwasher – Built-in full-size (24"")",,0.068,504.66
2026,Hungary,"Dishwasher – Built-in full-size (24"")",,0.07,514.76
2027,Hungary,"Dishwasher – Built-in full-size (24"")",,0.071,525.05
2028,Hungary,"Dishwasher – Built-in full-size (24"")",,0.072,535.55
2029,Hungary,"Dishwasher – Built-in full-size (24"")",,0.074,546.26
2030,Hungary,"Dishwasher – Built-in full-size (24"")",,0.075,557.19
2031,Hungary,"Dishwasher – Built-in full-size (24"")",,0.077,568.33
2032,Hungary,"Dishwasher – Built-in full-size (24"")",,0.078,579.7
2033,Hungary,"Dishwasher – Built-in full-size (24"")",,0.08,591.29
2034,Hungary,"Dishwasher – Built-in full-size (24"")",,0.082,603.12
2035,Hungary,"Dishwasher – Built-in full-size (24"")",,0.083,615.18
2015,Hungary,"Dishwasher – Slimline/compact (18"")",0.016,,372.6
2016,Hungary,"Dishwasher – Slimline/compact (18"")",0.016,,380.05
2017,Hungary,"Dishwasher – Slimline/compact (18"")",0.017,,387.65
2018,Hungary,"Dishwasher – Slimline/compact (18"")",0.017,,395.41
2019,Hungary,"Dishwasher – Slimline/compact (18"")",0.017,,403.31
2020,Hungary,"Dishwasher – Slimline/compact (18"")",0.018,,411.38
2021,Hungary,"Dishwasher – Slimline/compact (18"")",0.018,,419.61
2022,Hungary,"Dishwasher – Slimline/compact (18"")",0.019,,428.0
2023,Hungary,"Dishwasher – Slimline/compact (18"")",0.019,,436.56
2024,Hungary,"Dishwasher – Slimline/compact (18"")",0.019,,445.29
2025,Hungary,"Dishwasher – Slimline/compact (18"")",,0.02,454.2
2026,Hungary,"Dishwasher – Slimline/compact (18"")",,0.02,463.28
2027,Hungary,"Dishwasher – Slimline/compact (18"")",,0.021,472.55
2028,Hungary,"Dishwasher – Slimline/compact (18"")",,0.021,482.0
2029,Hungary,"Dishwasher – Slimline/compact (18"")",,0.021,491.64
2030,Hungary,"Dishwasher – Slimline/compact (18"")",,0.022,501.47
2031,Hungary,"Dishwasher – Slimline/compact (18"")",,0.022,511.5
2032,Hungary,"Dishwasher – Slimline/compact (18"")",,0.023,521.73
2033,Hungary,"Dishwasher – Slimline/compact (18"")",,0.023,532.16
2034,Hungary,"Dishwasher – Slimline/compact (18"")",,0.024,542.81
2035,Hungary,"Dishwasher – Slimline/compact (18"")",,0.024,553.66
2015,Hungary,Dishwasher – Countertop/portable,0.008,,289.8
2016,Hungary,Dishwasher – Countertop/portable,0.008,,295.6
2017,Hungary,Dishwasher – Countertop/portable,0.008,,301.51
2018,Hungary,Dishwasher – Countertop/portable,0.008,,307.54
2019,Hungary,Dishwasher – Countertop/portable,0.009,,313.69
2020,Hungary,Dishwasher – Countertop/portable,0.009,,319.96
2021,Hungary,Dishwasher – Countertop/portable,0.009,,326.36
2022,Hungary,Dishwasher – Countertop/portable,0.009,,332.89
2023,Hungary,Dishwasher – Countertop/portable,0.009,,339.55
2024,Hungary,Dishwasher – Countertop/portable,0.009,,346.34
2025,Hungary,Dishwasher – Countertop/portable,,0.01,353.26
2026,Hungary,Dishwasher – Countertop/portable,,0.01,360.33
2027,Hungary,Dishwasher – Countertop/portable,,0.01,367.54
2028,Hungary,Dishwasher – Countertop/portable,,0.01,374.89
2029,Hungary,Dishwasher – Countertop/portable,,0.01,382.38
2030,Hungary,Dishwasher – Countertop/portable,,0.011,390.03
2031,Hungary,Dishwasher – Countertop/portable,,0.011,397.83
2032,Hungary,Dishwasher – Countertop/portable,,0.011,405.79
2033,Hungary,Dishwasher – Countertop/portable,,0.011,413.91
2034,Hungary,Dishwasher – Countertop/portable,,0.011,422.18
2035,Hungary,Dishwasher – Countertop/portable,,0.012,430.63
2015,Hungary,Vacuum cleaner – Upright,0.096,,161.92
2016,Hungary,Vacuum cleaner – Upright,0.099,,165.16
2017,Hungary,Vacuum cleaner – Upright,0.102,,168.46
2018,Hungary,Vacuum cleaner – Upright,0.106,,171.83
2019,Hungary,Vacuum cleaner – Upright,0.109,,175.27
2020,Hungary,Vacuum cleaner – Upright,0.113,,178.77
2021,Hungary,Vacuum cleaner – Upright,0.117,,182.35
2022,Hungary,Vacuum cleaner – Upright,0.12,,186.0
2023,Hungary,Vacuum cleaner – Upright,0.124,,189.72
2024,Hungary,Vacuum cleaner – Upright,0.129,,193.51
2025,Hungary,Vacuum cleaner – Upright,,0.132,197.38
2026,Hungary,Vacuum cleaner – Upright,,0.136,201.33
2027,Hungary,Vacuum cleaner – Upright,,0.14,205.35
2028,Hungary,Vacuum cleaner – Upright,,0.144,209.46
2029,Hungary,Vacuum cleaner – Upright,,0.148,213.65
2030,Hungary,Vacuum cleaner – Upright,,0.153,217.92
2031,Hungary,Vacuum cleaner – Upright,,0.157,222.28
2032,Hungary,Vacuum cleaner – Upright,,0.162,226.73
2033,Hungary,Vacuum cleaner – Upright,,0.166,231.26
2034,Hungary,Vacuum cleaner – Upright,,0.171,235.89
2035,Hungary,Vacuum cleaner – Upright,,0.176,240.6
2015,Hungary,Vacuum cleaner – Canister,0.128,,182.16
2016,Hungary,Vacuum cleaner – Canister,0.132,,185.8
2017,Hungary,Vacuum cleaner – Canister,0.137,,189.52
2018,Hungary,Vacuum cleaner – Canister,0.142,,193.31
2019,Hungary,Vacuum cleaner – Canister,0.146,,197.18
2020,Hungary,Vacuum cleaner – Canister,0.151,,201.12
2021,Hungary,Vacuum cleaner – Canister,0.156,,205.14
2022,Hungary,Vacuum cleaner – Canister,0.162,,209.24
2023,Hungary,Vacuum cleaner – Canister,0.167,,213.43
2024,Hungary,Vacuum cleaner – Canister,0.173,,217.7
2025,Hungary,Vacuum cleaner – Canister,,0.178,222.05
2026,Hungary,Vacuum cleaner – Canister,,0.183,226.49
2027,Hungary,Vacuum cleaner – Canister,,0.189,231.02
2028,Hungary,Vacuum cleaner – Canister,,0.195,235.64
2029,Hungary,Vacuum cleaner – Canister,,0.2,240.36
2030,Hungary,Vacuum cleaner – Canister,,0.206,245.16
2031,Hungary,Vacuum cleaner – Canister,,0.213,250.07
2032,Hungary,Vacuum cleaner – Canister,,0.219,255.07
2033,Hungary,Vacuum cleaner – Canister,,0.226,260.17
2034,Hungary,Vacuum cleaner – Canister,,0.232,265.37
2035,Hungary,Vacuum cleaner – Canister,,0.239,270.68
2015,Hungary,Vacuum cleaner – Robot,0.096,,323.84
2016,Hungary,Vacuum cleaner – Robot,0.1,,330.32
2017,Hungary,Vacuum cleaner – Robot,0.104,,336.92
2018,Hungary,Vacuum cleaner – Robot,0.108,,343.66
2019,Hungary,Vacuum cleaner – Robot,0.113,,350.53
2020,Hungary,Vacuum cleaner – Robot,0.117,,357.55
2021,Hungary,Vacuum cleaner – Robot,0.122,,364.7
2022,Hungary,Vacuum cleaner – Robot,0.127,,371.99
2023,Hungary,Vacuum cleaner – Robot,0.132,,379.43
2024,Hungary,Vacuum cleaner – Robot,0.138,,387.02
2025,Hungary,Vacuum cleaner – Robot,,0.143,394.76
2026,Hungary,Vacuum cleaner – Robot,,0.148,402.65
2027,Hungary,Vacuum cleaner – Robot,,0.154,410.71
2028,Hungary,Vacuum cleaner – Robot,,0.159,418.92
2029,Hungary,Vacuum cleaner – Robot,,0.165,427.3
2030,Hungary,Vacuum cleaner – Robot,,0.171,435.85
2031,Hungary,Vacuum cleaner – Robot,,0.178,444.56
2032,Hungary,Vacuum cleaner – Robot,,0.184,453.45
2033,Hungary,Vacuum cleaner – Robot,,0.191,462.52
2034,Hungary,Vacuum cleaner – Robot,,0.198,471.77
2035,Hungary,Vacuum cleaner – Robot,,0.206,481.21
2015,Hungary,Clothes dryer – Vented,0.06,,478.4
2016,Hungary,Clothes dryer – Vented,0.061,,487.97
2017,Hungary,Clothes dryer – Vented,0.063,,497.73
2018,Hungary,Clothes dryer – Vented,0.064,,507.68
2019,Hungary,Clothes dryer – Vented,0.066,,517.84
2020,Hungary,Clothes dryer – Vented,0.068,,528.19
2021,Hungary,Clothes dryer – Vented,0.069,,538.76
2022,Hungary,Clothes dryer – Vented,0.071,,549.53
2023,Hungary,Clothes dryer – Vented,0.073,,560.52
2024,Hungary,Clothes dryer – Vented,0.074,,571.73
2025,Hungary,Clothes dryer – Vented,,0.076,583.17
2026,Hungary,Clothes dryer – Vented,,0.078,594.83
2027,Hungary,Clothes dryer – Vented,,0.079,606.73
2028,Hungary,Clothes dryer – Vented,,0.081,618.86
2029,Hungary,Clothes dryer – Vented,,0.083,631.24
2030,Hungary,Clothes dryer – Vented,,0.085,643.86
2031,Hungary,Clothes dryer – Vented,,0.086,656.74
2032,Hungary,Clothes dryer – Vented,,0.088,669.88
2033,Hungary,Clothes dryer – Vented,,0.09,683.27
2034,Hungary,Clothes dryer – Vented,,0.092,696.94
2035,Hungary,Clothes dryer – Vented,,0.094,710.88
2015,Hungary,Clothes dryer – Condenser,0.036,,568.1
2016,Hungary,Clothes dryer – Condenser,0.037,,579.46
2017,Hungary,Clothes dryer – Condenser,0.038,,591.05
2018,Hungary,Clothes dryer – Condenser,0.039,,602.87
2019,Hungary,Clothes dryer – Condenser,0.04,,614.93
2020,Hungary,Clothes dryer – Condenser,0.041,,627.23
2021,Hungary,Clothes dryer – Condenser,0.042,,639.77
2022,Hungary,Clothes dryer – Condenser,0.043,,652.57
2023,Hungary,Clothes dryer – Condenser,0.044,,665.62
2024,Hungary,Clothes dryer – Condenser,0.045,,678.93
2025,Hungary,Clothes dryer – Condenser,,0.046,692.51
2026,Hungary,Clothes dryer – Condenser,,0.048,706.36
2027,Hungary,Clothes dryer – Condenser,,0.049,720.49
2028,Hungary,Clothes dryer – Condenser,,0.05,734.9
2029,Hungary,Clothes dryer – Condenser,,0.051,749.6
2030,Hungary,Clothes dryer – Condenser,,0.052,764.59
2031,Hungary,Clothes dryer – Condenser,,0.054,779.88
2032,Hungary,Clothes dryer – Condenser,,0.055,795.48
2033,Hungary,Clothes dryer – Condenser,,0.056,811.39
2034,Hungary,Clothes dryer – Condenser,,0.057,827.61
2035,Hungary,Clothes dryer – Condenser,,0.059,844.17
2015,Hungary,Clothes dryer – Heat pump,0.024,,897.0
2016,Hungary,Clothes dryer – Heat pump,0.025,,914.94
2017,Hungary,Clothes dryer – Heat pump,0.025,,933.24
2018,Hungary,Clothes dryer – Heat pump,0.026,,951.9
2019,Hungary,Clothes dryer – Heat pump,0.027,,970.94
2020,Hungary,Clothes dryer – Heat pump,0.028,,990.36
2021,Hungary,Clothes dryer – Heat pump,0.029,,1010.17
2022,Hungary,Clothes dryer – Heat pump,0.03,,1030.37
2023,Hungary,Clothes dryer – Heat pump,0.03,,1050.98
2024,Hungary,Clothes dryer – Heat pump,0.031,,1072.0
2025,Hungary,Clothes dryer – Heat pump,,0.032,1093.44
2026,Hungary,Clothes dryer – Heat pump,,0.033,1115.31
2027,Hungary,Clothes dryer – Heat pump,,0.034,1137.61
2028,Hungary,Clothes dryer – Heat pump,,0.035,1160.37
2029,Hungary,Clothes dryer – Heat pump,,0.036,1183.57
2030,Hungary,Clothes dryer – Heat pump,,0.037,1207.24
2031,Hungary,Clothes dryer – Heat pump,,0.038,1231.39
2032,Hungary,Clothes dryer – Heat pump,,0.039,1256.02
2033,Hungary,Clothes dryer – Heat pump,,0.04,1281.14
2034,Hungary,Clothes dryer – Heat pump,,0.041,1306.76
2035,Hungary,Clothes dryer – Heat pump,,0.042,1332.89
2015,Hungary,Air conditioner – Window,0.144,,294.4
2016,Hungary,Air conditioner – Window,0.148,,300.29
2017,Hungary,Air conditioner – Window,0.152,,306.29
2018,Hungary,Air conditioner – Window,0.156,,312.42
2019,Hungary,Air conditioner – Window,0.161,,318.67
2020,Hungary,Air conditioner – Window,0.165,,325.04
2021,Hungary,Air conditioner – Window,0.17,,331.54
2022,Hungary,Air conditioner – Window,0.175,,338.17
2023,Hungary,Air conditioner – Window,0.18,,344.94
2024,Hungary,Air conditioner – Window,0.185,,351.84
2025,Hungary,Air conditioner – Window,,0.19,358.87
2026,Hungary,Air conditioner – Window,,0.195,366.05
2027,Hungary,Air conditioner – Window,,0.201,373.37
2028,Hungary,Air conditioner – Window,,0.206,380.84
2029,Hungary,Air conditioner – Window,,0.212,388.45
2030,Hungary,Air conditioner – Window,,0.218,396.22
2031,Hungary,Air conditioner – Window,,0.224,404.15
2032,Hungary,Air conditioner – Window,,0.23,412.23
2033,Hungary,Air conditioner – Window,,0.237,420.48
2034,Hungary,Air conditioner – Window,,0.243,428.89
2035,Hungary,Air conditioner – Window,,0.25,437.46
2015,Hungary,Air conditioner – Split-system (ductless),0.312,,404.8
2016,Hungary,Air conditioner – Split-system (ductless),0.322,,412.9
2017,Hungary,Air conditioner – Split-system (ductless),0.332,,421.15
2018,Hungary,Air conditioner – Split-system (ductless),0.343,,429.58
2019,Hungary,Air conditioner – Split-system (ductless),0.354,,438.17
2020,Hungary,Air conditioner – Split-system (ductless),0.365,,446.93
2021,Hungary,Air conditioner – Split-system (ductless),0.377,,455.87
2022,Hungary,Air conditioner – Split-system (ductless),0.389,,464.99
2023,Hungary,Air conditioner – Split-system (ductless),0.401,,474.29
2024,Hungary,Air conditioner – Split-system (ductless),0.414,,483.77
2025,Hungary,Air conditioner – Split-system (ductless),,0.428,493.45
2026,Hungary,Air conditioner – Split-system (ductless),,0.441,503.32
2027,Hungary,Air conditioner – Split-system (ductless),,0.455,513.38
2028,Hungary,Air conditioner – Split-system (ductless),,0.47,523.65
2029,Hungary,Air conditioner – Split-system (ductless),,0.485,534.13
2030,Hungary,Air conditioner – Split-system (ductless),,0.5,544.81
2031,Hungary,Air conditioner – Split-system (ductless),,0.516,555.7
2032,Hungary,Air conditioner – Split-system (ductless),,0.533,566.82
2033,Hungary,Air conditioner – Split-system (ductless),,0.55,578.15
2034,Hungary,Air conditioner – Split-system (ductless),,0.568,589.72
2035,Hungary,Air conditioner – Split-system (ductless),,0.586,601.51
2015,Hungary,Air conditioner – Portable,0.024,,257.6
2016,Hungary,Air conditioner – Portable,0.025,,262.75
2017,Hungary,Air conditioner – Portable,0.025,,268.01
2018,Hungary,Air conditioner – Portable,0.026,,273.37
2019,Hungary,Air conditioner – Portable,0.027,,278.83
2020,Hungary,Air conditioner – Portable,0.027,,284.41
2021,Hungary,Air conditioner – Portable,0.028,,290.1
2022,Hungary,Air conditioner – Portable,0.029,,295.9
2023,Hungary,Air conditioner – Portable,0.03,,301.82
2024,Hungary,Air conditioner – Portable,0.031,,307.86
2025,Hungary,Air conditioner – Portable,,0.031,314.01
2026,Hungary,Air conditioner – Portable,,0.032,320.29
2027,Hungary,Air conditioner – Portable,,0.033,326.7
2028,Hungary,Air conditioner – Portable,,0.034,333.23
2029,Hungary,Air conditioner – Portable,,0.035,339.9
2030,Hungary,Air conditioner – Portable,,0.036,346.7
2031,Hungary,Air conditioner – Portable,,0.037,353.63
2032,Hungary,Air conditioner – Portable,,0.038,360.7
2033,Hungary,Air conditioner – Portable,,0.039,367.92
2034,Hungary,Air conditioner – Portable,,0.04,375.27
2035,Hungary,Air conditioner – Portable,,0.041,382.78
2015,Hungary,Ceiling fan – Standard,0.308,,55.2
2016,Hungary,Ceiling fan – Standard,0.314,,56.3
2017,Hungary,Ceiling fan – Standard,0.319,,57.43
2018,Hungary,Ceiling fan – Standard,0.325,,58.58
2019,Hungary,Ceiling fan – Standard,0.331,,59.75
2020,Hungary,Ceiling fan – Standard,0.337,,60.95
2021,Hungary,Ceiling fan – Standard,0.343,,62.16
2022,Hungary,Ceiling fan – Standard,0.349,,63.41
2023,Hungary,Ceiling fan – Standard,0.355,,64.68
2024,Hungary,Ceiling fan – Standard,0.362,,65.97
2025,Hungary,Ceiling fan – Standard,,0.367,67.29
2026,Hungary,Ceiling fan – Standard,,0.373,68.63
2027,Hungary,Ceiling fan – Standard,,0.379,70.01
2028,Hungary,Ceiling fan – Standard,,0.385,71.41
2029,Hungary,Ceiling fan – Standard,,0.392,72.84
2030,Hungary,Ceiling fan – Standard,,0.398,74.29
2031,Hungary,Ceiling fan – Standard,,0.404,75.78
2032,Hungary,Ceiling fan – Standard,,0.411,77.29
2033,Hungary,Ceiling fan – Standard,,0.417,78.84
2034,Hungary,Ceiling fan – Standard,,0.424,80.42
2035,Hungary,Ceiling fan – Standard,,0.431,82.02
2015,Hungary,Ceiling fan – Low-profile (hugger),0.088,,62.1
2016,Hungary,Ceiling fan – Low-profile (hugger),0.09,,63.34
2017,Hungary,Ceiling fan – Low-profile (hugger),0.091,,64.61
2018,Hungary,Ceiling fan – Low-profile (hugger),0.093,,65.9
2019,Hungary,Ceiling fan – Low-profile (hugger),0.095,,67.22
2020,Hungary,Ceiling fan – Low-profile (hugger),0.097,,68.56
2021,Hungary,Ceiling fan – Low-profile (hugger),0.099,,69.93
2022,Hungary,Ceiling fan – Low-profile (hugger),0.1,,71.33
2023,Hungary,Ceiling fan – Low-profile (hugger),0.102,,72.76
2024,Hungary,Ceiling fan – Low-profile (hugger),0.104,,74.22
2025,Hungary,Ceiling fan – Low-profile (hugger),,0.106,75.7
2026,Hungary,Ceiling fan – Low-profile (hugger),,0.108,77.21
2027,Hungary,Ceiling fan – Low-profile (hugger),,0.11,78.76
2028,Hungary,Ceiling fan – Low-profile (hugger),,0.112,80.33
2029,Hungary,Ceiling fan – Low-profile (hugger),,0.113,81.94
2030,Hungary,Ceiling fan – Low-profile (hugger),,0.115,83.58
2031,Hungary,Ceiling fan – Low-profile (hugger),,0.117,85.25
2032,Hungary,Ceiling fan – Low-profile (hugger),,0.119,86.95
2033,Hungary,Ceiling fan – Low-profile (hugger),,0.121,88.69
2034,Hungary,Ceiling fan – Low-profile (hugger),,0.123,90.47
2035,Hungary,Ceiling fan – Low-profile (hugger),,0.125,92.28
2015,Hungary,Ceiling fan – Smart/remote-controlled,0.044,,96.6
2016,Hungary,Ceiling fan – Smart/remote-controlled,0.045,,98.53
2017,Hungary,Ceiling fan – Smart/remote-controlled,0.046,,100.5
2018,Hungary,Ceiling fan – Smart/remote-controlled,0.047,,102.51
2019,Hungary,Ceiling fan – Smart/remote-controlled,0.048,,104.56
2020,Hungary,Ceiling fan – Smart/remote-controlled,0.049,,106.65
2021,Hungary,Ceiling fan – Smart/remote-controlled,0.05,,108.79
2022,Hungary,Ceiling fan – Smart/remote-controlled,0.051,,110.96
2023,Hungary,Ceiling fan – Smart/remote-controlled,0.052,,113.18
2024,Hungary,Ceiling fan – Smart/remote-controlled,0.054,,115.45
2025,Hungary,Ceiling fan – Smart/remote-controlled,,0.055,117.75
2026,Hungary,Ceiling fan – Smart/remote-controlled,,0.056,120.11
2027,Hungary,Ceiling fan – Smart/remote-controlled,,0.057,122.51
2028,Hungary,Ceiling fan – Smart/remote-controlled,,0.058,124.96
2029,Hungary,Ceiling fan – Smart/remote-controlled,,0.059,127.46
2030,Hungary,Ceiling fan – Smart/remote-controlled,,0.06,130.01
2031,Hungary,Ceiling fan – Smart/remote-controlled,,0.061,132.61
2032,Hungary,Ceiling fan – Smart/remote-controlled,,0.063,135.26
2033,Hungary,Ceiling fan – Smart/remote-controlled,,0.064,137.97
2034,Hungary,Ceiling fan – Smart/remote-controlled,,0.065,140.73
2035,Hungary,Ceiling fan – Smart/remote-controlled,,0.067,143.54
2015,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.14,,40.48
2016,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.142,,41.29
2017,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.144,,42.12
2018,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.146,,42.96
2019,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.149,,43.82
2020,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.151,,44.69
2021,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.153,,45.59
2022,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.155,,46.5
2023,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.158,,47.43
2024,Hungary,Space heater (electric room heater) – Fan-forced ceramic,0.16,,48.38
2025,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.162,49.34
2026,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.165,50.33
2027,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.167,51.34
2028,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.169,52.37
2029,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.172,53.41
2030,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.174,54.48
2031,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.176,55.57
2032,Hungary,Space heater (electric room heater) – Fan-forced ceramic,,0.179,56.68
