Year,Region,Product_Category,Market_Size_Units (Millions),Market_Value (USD Billions),YoY_Growth_Rate (%),5_Year_CAGR_Forecast (%),Key_Driver
2022,Canada,Ceiling fan – Standard,2.599,0.197,1.7,1.5,Energy-efficient cooling
2023,Canada,Ceiling fan – Standard,2.644,0.204,1.7,1.5,Energy-efficient cooling
2024,Canada,Ceiling fan – Standard,2.688,0.212,1.7,1.5,Energy-efficient cooling
2025,Canada,Ceiling fan – Standard,2.729,0.22,1.5,1.5,Energy-efficient cooling
2026,Canada,Ceiling fan – Standard,2.77,0.227,1.5,1.5,Energy-efficient cooling
2027,Canada,Ceiling fan – Standard,2.811,0.235,1.5,1.5,Energy-efficient cooling
2028,Canada,Ceiling fan – Standard,2.853,0.244,1.5,1.5,Energy-efficient cooling
2015,Canada,Ceiling fan – Low-profile (hugger),0.66,0.049,,1.5,Energy-efficient cooling
2016,Canada,Ceiling fan – Low-profile (hugger),0.672,0.051,1.8,1.5,Energy-efficient cooling
2017,Canada,Ceiling fan – Low-profile (hugger),0.684,0.053,1.8,1.5,Energy-efficient cooling
2018,Canada,Ceiling fan – Low-profile (hugger),0.696,0.055,1.8,1.5,Energy-efficient cooling
2019,Canada,Ceiling fan – Low-profile (hugger),0.709,0.057,1.8,1.5,Energy-efficient cooling
2020,Canada,Ceiling fan – Low-profile (hugger),0.722,0.059,1.8,1.5,Energy-efficient cooling
2021,Canada,Ceiling fan – Low-profile (hugger),0.735,0.061,1.8,1.5,Energy-efficient cooling
2022,Canada,Ceiling fan – Low-profile (hugger),0.748,0.064,1.8,1.5,Energy-efficient cooling
2023,Canada,Ceiling fan – Low-profile (hugger),0.761,0.066,1.8,1.5,Energy-efficient cooling
2024,Canada,Ceiling fan – Low-profile (hugger),0.775,0.069,1.8,1.5,Energy-efficient cooling
2025,Canada,Ceiling fan – Low-profile (hugger),0.787,0.071,1.6,1.5,Energy-efficient cooling
2026,Canada,Ceiling fan – Low-profile (hugger),0.8,0.074,1.6,1.5,Energy-efficient cooling
2027,Canada,Ceiling fan – Low-profile (hugger),0.813,0.077,1.6,1.5,Energy-efficient cooling
2028,Canada,Ceiling fan – Low-profile (hugger),0.826,0.079,1.6,1.5,Energy-efficient cooling
2015,Canada,Ceiling fan – Smart/remote-controlled,0.33,0.038,,1.5,Energy-efficient cooling
2016,Canada,Ceiling fan – Smart/remote-controlled,0.337,0.04,2.1,1.5,Energy-efficient cooling
2017,Canada,Ceiling fan – Smart/remote-controlled,0.344,0.041,2.1,1.5,Energy-efficient cooling
2018,Canada,Ceiling fan – Smart/remote-controlled,0.351,0.043,2.1,1.5,Energy-efficient cooling
2019,Canada,Ceiling fan – Smart/remote-controlled,0.359,0.045,2.1,1.5,Energy-efficient cooling
2020,Canada,Ceiling fan – Smart/remote-controlled,0.366,0.047,2.1,1.5,Energy-efficient cooling
2021,Canada,Ceiling fan – Smart/remote-controlled,0.374,0.049,2.1,1.5,Energy-efficient cooling
2022,Canada,Ceiling fan – Smart/remote-controlled,0.382,0.051,2.1,1.5,Energy-efficient cooling
2023,Canada,Ceiling fan – Smart/remote-controlled,0.39,0.053,2.1,1.5,Energy-efficient cooling
2024,Canada,Ceiling fan – Smart/remote-controlled,0.398,0.055,2.1,1.5,Energy-efficient cooling
2025,Canada,Ceiling fan – Smart/remote-controlled,0.405,0.057,1.9,1.5,Energy-efficient cooling
2026,Canada,Ceiling fan – Smart/remote-controlled,0.413,0.059,1.9,1.5,Energy-efficient cooling
2027,Canada,Ceiling fan – Smart/remote-controlled,0.421,0.062,1.9,1.5,Energy-efficient cooling
2028,Canada,Ceiling fan – Smart/remote-controlled,0.429,0.064,1.9,1.5,Energy-efficient cooling
2015,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.05,0.051,,1.3,Safety features
2016,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.065,0.053,1.4,1.3,Safety features
2017,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.08,0.054,1.4,1.3,Safety features
2018,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.095,0.056,1.4,1.3,Safety features
2019,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.11,0.058,1.4,1.3,Safety features
2020,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.126,0.06,1.4,1.3,Safety features
2021,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.141,0.062,1.4,1.3,Safety features
2022,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.157,0.064,1.4,1.3,Safety features
2023,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.174,0.067,1.4,1.3,Safety features
2024,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.19,0.069,1.4,1.3,Safety features
2025,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.205,0.071,1.3,1.3,Safety features
2026,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.221,0.073,1.3,1.3,Safety features
2027,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.237,0.076,1.3,1.3,Safety features
2028,Canada,Space heater (electric room heater) – Fan-forced ceramic,1.253,0.078,1.3,1.3,Safety features
2015,Canada,Space heater (electric room heater) – Oil-filled radiator,0.63,0.038,,1.3,Safety features
2016,Canada,Space heater (electric room heater) – Oil-filled radiator,0.639,0.039,1.5,1.3,Safety features
2017,Canada,Space heater (electric room heater) – Oil-filled radiator,0.649,0.041,1.5,1.3,Safety features
2018,Canada,Space heater (electric room heater) – Oil-filled radiator,0.659,0.042,1.5,1.3,Safety features
2019,Canada,Space heater (electric room heater) – Oil-filled radiator,0.669,0.044,1.5,1.3,Safety features
2020,Canada,Space heater (electric room heater) – Oil-filled radiator,0.679,0.045,1.5,1.3,Safety features
2021,Canada,Space heater (electric room heater) – Oil-filled radiator,0.689,0.047,1.5,1.3,Safety features
2022,Canada,Space heater (electric room heater) – Oil-filled radiator,0.699,0.049,1.5,1.3,Safety features
2023,Canada,Space heater (electric room heater) – Oil-filled radiator,0.71,0.05,1.5,1.3,Safety features
2024,Canada,Space heater (electric room heater) – Oil-filled radiator,0.72,0.052,1.5,1.3,Safety features
2025,Canada,Space heater (electric room heater) – Oil-filled radiator,0.73,0.054,1.4,1.3,Safety features
2026,Canada,Space heater (electric room heater) – Oil-filled radiator,0.741,0.056,1.4,1.3,Safety features
2027,Canada,Space heater (electric room heater) – Oil-filled radiator,0.751,0.058,1.4,1.3,Safety features
2028,Canada,Space heater (electric room heater) – Oil-filled radiator,0.762,0.06,1.4,1.3,Safety features
2015,Canada,Space heater (electric room heater) – Infrared/quartz,0.42,0.03,,1.3,Safety features
2016,Canada,Space heater (electric room heater) – Infrared/quartz,0.427,0.032,1.6,1.3,Safety features
2017,Canada,Space heater (electric room heater) – Infrared/quartz,0.434,0.033,1.6,1.3,Safety features
2018,Canada,Space heater (electric room heater) – Infrared/quartz,0.44,0.034,1.6,1.3,Safety features
2019,Canada,Space heater (electric room heater) – Infrared/quartz,0.448,0.035,1.6,1.3,Safety features
2020,Canada,Space heater (electric room heater) – Infrared/quartz,0.455,0.036,1.6,1.3,Safety features
2021,Canada,Space heater (electric room heater) – Infrared/quartz,0.462,0.038,1.6,1.3,Safety features
2022,Canada,Space heater (electric room heater) – Infrared/quartz,0.469,0.039,1.6,1.3,Safety features
2023,Canada,Space heater (electric room heater) – Infrared/quartz,0.477,0.041,1.6,1.3,Safety features
2024,Canada,Space heater (electric room heater) – Infrared/quartz,0.484,0.042,1.6,1.3,Safety features
2025,Canada,Space heater (electric room heater) – Infrared/quartz,0.492,0.044,1.5,1.3,Safety features
2026,Canada,Space heater (electric room heater) – Infrared/quartz,0.499,0.045,1.5,1.3,Safety features
2027,Canada,Space heater (electric room heater) – Infrared/quartz,0.507,0.047,1.5,1.3,Safety features
2028,Canada,Space heater (electric room heater) – Infrared/quartz,0.514,0.048,1.5,1.3,Safety features
2015,Canada,Water heater / electric geyser – Storage tank,0.9,0.802,,1.8,Efficiency push
2016,Canada,Water heater / electric geyser – Storage tank,0.917,0.833,1.9,1.8,Efficiency push
2017,Canada,Water heater / electric geyser – Storage tank,0.935,0.866,1.9,1.8,Efficiency push
2018,Canada,Water heater / electric geyser – Storage tank,0.952,0.9,1.9,1.8,Efficiency push
2019,Canada,Water heater / electric geyser – Storage tank,0.97,0.936,1.9,1.8,Efficiency push
2020,Canada,Water heater / electric geyser – Storage tank,0.989,0.973,1.9,1.8,Efficiency push
2021,Canada,Water heater / electric geyser – Storage tank,1.008,1.011,1.9,1.8,Efficiency push
2022,Canada,Water heater / electric geyser – Storage tank,1.027,1.051,1.9,1.8,Efficiency push
2023,Canada,Water heater / electric geyser – Storage tank,1.046,1.092,1.9,1.8,Efficiency push
2024,Canada,Water heater / electric geyser – Storage tank,1.066,1.135,1.9,1.8,Efficiency push
2025,Canada,Water heater / electric geyser – Storage tank,1.085,1.179,1.8,1.8,Efficiency push
2026,Canada,Water heater / electric geyser – Storage tank,1.105,1.224,1.8,1.8,Efficiency push
2027,Canada,Water heater / electric geyser – Storage tank,1.125,1.271,1.8,1.8,Efficiency push
2028,Canada,Water heater / electric geyser – Storage tank,1.145,1.32,1.8,1.8,Efficiency push
2015,Canada,Water heater / electric geyser – Tankless (instant),0.45,0.535,,1.8,Efficiency push
2016,Canada,Water heater / electric geyser – Tankless (instant),0.459,0.557,2.1,1.8,Efficiency push
2017,Canada,Water heater / electric geyser – Tankless (instant),0.469,0.58,2.1,1.8,Efficiency push
2018,Canada,Water heater / electric geyser – Tankless (instant),0.479,0.604,2.1,1.8,Efficiency push
2019,Canada,Water heater / electric geyser – Tankless (instant),0.489,0.629,2.1,1.8,Efficiency push
2020,Canada,Water heater / electric geyser – Tankless (instant),0.499,0.655,2.1,1.8,Efficiency push
2021,Canada,Water heater / electric geyser – Tankless (instant),0.51,0.682,2.1,1.8,Efficiency push
2022,Canada,Water heater / electric geyser – Tankless (instant),0.52,0.71,2.1,1.8,Efficiency push
2023,Canada,Water heater / electric geyser – Tankless (instant),0.531,0.74,2.1,1.8,Efficiency push
2024,Canada,Water heater / electric geyser – Tankless (instant),0.543,0.77,2.1,1.8,Efficiency push
2025,Canada,Water heater / electric geyser – Tankless (instant),0.553,0.801,2.0,1.8,Efficiency push
2026,Canada,Water heater / electric geyser – Tankless (instant),0.564,0.834,2.0,1.8,Efficiency push
2027,Canada,Water heater / electric geyser – Tankless (instant),0.576,0.867,2.0,1.8,Efficiency push
2028,Canada,Water heater / electric geyser – Tankless (instant),0.587,0.903,2.0,1.8,Efficiency push
2015,Canada,Water heater / electric geyser – Heat pump,0.15,0.238,,1.8,Decarbonization incentives
2016,Canada,Water heater / electric geyser – Heat pump,0.154,0.248,2.5,1.8,Decarbonization incentives
2017,Canada,Water heater / electric geyser – Heat pump,0.158,0.26,2.5,1.8,Decarbonization incentives
2018,Canada,Water heater / electric geyser – Heat pump,0.162,0.272,2.5,1.8,Decarbonization incentives
2019,Canada,Water heater / electric geyser – Heat pump,0.166,0.284,2.5,1.8,Decarbonization incentives
2020,Canada,Water heater / electric geyser – Heat pump,0.17,0.297,2.5,1.8,Decarbonization incentives
2021,Canada,Water heater / electric geyser – Heat pump,0.174,0.31,2.5,1.8,Decarbonization incentives
2022,Canada,Water heater / electric geyser – Heat pump,0.178,0.324,2.5,1.8,Decarbonization incentives
2023,Canada,Water heater / electric geyser – Heat pump,0.183,0.339,2.5,1.8,Decarbonization incentives
2024,Canada,Water heater / electric geyser – Heat pump,0.187,0.355,2.5,1.8,Decarbonization incentives
2025,Canada,Water heater / electric geyser – Heat pump,0.192,0.37,2.4,1.8,Decarbonization incentives
2026,Canada,Water heater / electric geyser – Heat pump,0.196,0.387,2.4,1.8,Decarbonization incentives
2027,Canada,Water heater / electric geyser – Heat pump,0.201,0.404,2.4,1.8,Decarbonization incentives
2028,Canada,Water heater / electric geyser – Heat pump,0.206,0.422,2.4,1.8,Decarbonization incentives
2015,Canada,Air purifier – True HEPA,0.6,0.119,,3.4,Air quality concern
2016,Canada,Air purifier – True HEPA,0.623,0.126,3.9,3.4,Air quality concern
2017,Canada,Air purifier – True HEPA,0.648,0.133,3.9,3.4,Air quality concern
2018,Canada,Air purifier – True HEPA,0.673,0.141,3.9,3.4,Air quality concern
2019,Canada,Air purifier – True HEPA,0.699,0.15,3.9,3.4,Air quality concern
2020,Canada,Air purifier – True HEPA,0.726,0.159,3.9,3.4,Air quality concern
2021,Canada,Air purifier – True HEPA,0.755,0.168,3.9,3.4,Air quality concern
2022,Canada,Air purifier – True HEPA,0.784,0.178,3.9,3.4,Air quality concern
2023,Canada,Air purifier – True HEPA,0.815,0.189,3.9,3.4,Air quality concern
2024,Canada,Air purifier – True HEPA,0.847,0.2,3.9,3.4,Air quality concern
2025,Canada,Air purifier – True HEPA,0.875,0.211,3.4,3.4,Air quality concern
2026,Canada,Air purifier – True HEPA,0.905,0.223,3.4,3.4,Air quality concern
2027,Canada,Air purifier – True HEPA,0.936,0.235,3.4,3.4,Air quality concern
2028,Canada,Air purifier – True HEPA,0.968,0.248,3.4,3.4,Air quality concern
2015,Canada,Air purifier – HEPA + activated carbon,0.48,0.116,,3.4,Air quality concern
2016,Canada,Air purifier – HEPA + activated carbon,0.5,0.123,4.2,3.4,Air quality concern
2017,Canada,Air purifier – HEPA + activated carbon,0.521,0.131,4.2,3.4,Air quality concern
2018,Canada,Air purifier – HEPA + activated carbon,0.543,0.139,4.2,3.4,Air quality concern
2019,Canada,Air purifier – HEPA + activated carbon,0.566,0.148,4.2,3.4,Air quality concern
2020,Canada,Air purifier – HEPA + activated carbon,0.59,0.158,4.2,3.4,Air quality concern
2021,Canada,Air purifier – HEPA + activated carbon,0.614,0.167,4.2,3.4,Air quality concern
2022,Canada,Air purifier – HEPA + activated carbon,0.64,0.178,4.2,3.4,Air quality concern
2023,Canada,Air purifier – HEPA + activated carbon,0.667,0.189,4.2,3.4,Air quality concern
2024,Canada,Air purifier – HEPA + activated carbon,0.695,0.201,4.2,3.4,Air quality concern
2025,Canada,Air purifier – HEPA + activated carbon,0.721,0.213,3.7,3.4,Air quality concern
2026,Canada,Air purifier – HEPA + activated carbon,0.747,0.225,3.7,3.4,Air quality concern
2027,Canada,Air purifier – HEPA + activated carbon,0.775,0.238,3.7,3.4,Air quality concern
2028,Canada,Air purifier – HEPA + activated carbon,0.804,0.252,3.7,3.4,Air quality concern
2015,Canada,Air purifier – Electrostatic/ionizer,0.12,0.021,,3.4,Air quality concern
2016,Canada,Air purifier – Electrostatic/ionizer,0.124,0.022,3.7,3.4,Air quality concern
2017,Canada,Air purifier – Electrostatic/ionizer,0.129,0.024,3.7,3.4,Air quality concern
2018,Canada,Air purifier – Electrostatic/ionizer,0.134,0.025,3.7,3.4,Air quality concern
2019,Canada,Air purifier – Electrostatic/ionizer,0.139,0.026,3.7,3.4,Air quality concern
2020,Canada,Air purifier – Electrostatic/ionizer,0.144,0.028,3.7,3.4,Air quality concern
2021,Canada,Air purifier – Electrostatic/ionizer,0.149,0.03,3.7,3.4,Air quality concern
2022,Canada,Air purifier – Electrostatic/ionizer,0.155,0.031,3.7,3.4,Air quality concern
2023,Canada,Air purifier – Electrostatic/ionizer,0.16,0.033,3.7,3.4,Air quality concern
2024,Canada,Air purifier – Electrostatic/ionizer,0.166,0.035,3.7,3.4,Air quality concern
2025,Canada,Air purifier – Electrostatic/ionizer,0.172,0.037,3.2,3.4,Air quality concern
2026,Canada,Air purifier – Electrostatic/ionizer,0.177,0.039,3.2,3.4,Air quality concern
2027,Canada,Air purifier – Electrostatic/ionizer,0.183,0.041,3.2,3.4,Air quality concern
2028,Canada,Air purifier – Electrostatic/ionizer,0.189,0.043,3.2,3.4,Air quality concern
2015,Canada,Hair dryer – Travel/compact,0.405,0.019,,1.7,Beauty tech
2016,Canada,Hair dryer – Travel/compact,0.413,0.019,1.9,1.7,Beauty tech
2017,Canada,Hair dryer – Travel/compact,0.421,0.02,1.9,1.7,Beauty tech
2018,Canada,Hair dryer – Travel/compact,0.429,0.021,1.9,1.7,Beauty tech
2019,Canada,Hair dryer – Travel/compact,0.437,0.022,1.9,1.7,Beauty tech
2020,Canada,Hair dryer – Travel/compact,0.445,0.023,1.9,1.7,Beauty tech
2021,Canada,Hair dryer – Travel/compact,0.453,0.024,1.9,1.7,Beauty tech
2022,Canada,Hair dryer – Travel/compact,0.462,0.025,1.9,1.7,Beauty tech
2023,Canada,Hair dryer – Travel/compact,0.471,0.025,1.9,1.7,Beauty tech
2024,Canada,Hair dryer – Travel/compact,0.48,0.026,1.9,1.7,Beauty tech
2025,Canada,Hair dryer – Travel/compact,0.488,0.027,1.7,1.7,Beauty tech
2026,Canada,Hair dryer – Travel/compact,0.496,0.029,1.7,1.7,Beauty tech
2027,Canada,Hair dryer – Travel/compact,0.505,0.03,1.7,1.7,Beauty tech
2028,Canada,Hair dryer – Travel/compact,0.513,0.031,1.7,1.7,Beauty tech
2015,Canada,Hair dryer – Ionic/ceramic,0.675,0.049,,1.7,Beauty tech
2016,Canada,Hair dryer – Ionic/ceramic,0.689,0.051,2.1,1.7,Beauty tech
2017,Canada,Hair dryer – Ionic/ceramic,0.704,0.053,2.1,1.7,Beauty tech
2018,Canada,Hair dryer – Ionic/ceramic,0.718,0.055,2.1,1.7,Beauty tech
2019,Canada,Hair dryer – Ionic/ceramic,0.734,0.058,2.1,1.7,Beauty tech
2020,Canada,Hair dryer – Ionic/ceramic,0.749,0.06,2.1,1.7,Beauty tech
2021,Canada,Hair dryer – Ionic/ceramic,0.765,0.063,2.1,1.7,Beauty tech
2022,Canada,Hair dryer – Ionic/ceramic,0.781,0.065,2.1,1.7,Beauty tech
2023,Canada,Hair dryer – Ionic/ceramic,0.797,0.068,2.1,1.7,Beauty tech
2024,Canada,Hair dryer – Ionic/ceramic,0.814,0.071,2.1,1.7,Beauty tech
2025,Canada,Hair dryer – Ionic/ceramic,0.829,0.073,1.9,1.7,Beauty tech
2026,Canada,Hair dryer – Ionic/ceramic,0.845,0.076,1.9,1.7,Beauty tech
2027,Canada,Hair dryer – Ionic/ceramic,0.861,0.079,1.9,1.7,Beauty tech
2028,Canada,Hair dryer – Ionic/ceramic,0.877,0.082,1.9,1.7,Beauty tech
2015,Canada,Hair dryer – Professional salon (AC motor),0.27,0.029,,1.7,Beauty tech
2016,Canada,Hair dryer – Professional salon (AC motor),0.276,0.03,2.2,1.7,Beauty tech
2017,Canada,Hair dryer – Professional salon (AC motor),0.282,0.031,2.2,1.7,Beauty tech
2018,Canada,Hair dryer – Professional salon (AC motor),0.288,0.032,2.2,1.7,Beauty tech
2019,Canada,Hair dryer – Professional salon (AC motor),0.295,0.034,2.2,1.7,Beauty tech
2020,Canada,Hair dryer – Professional salon (AC motor),0.301,0.035,2.2,1.7,Beauty tech
2021,Canada,Hair dryer – Professional salon (AC motor),0.308,0.037,2.2,1.7,Beauty tech
2022,Canada,Hair dryer – Professional salon (AC motor),0.314,0.038,2.2,1.7,Beauty tech
2023,Canada,Hair dryer – Professional salon (AC motor),0.321,0.04,2.2,1.7,Beauty tech
2024,Canada,Hair dryer – Professional salon (AC motor),0.328,0.041,2.2,1.7,Beauty tech
2025,Canada,Hair dryer – Professional salon (AC motor),0.335,0.043,2.0,1.7,Beauty tech
2026,Canada,Hair dryer – Professional salon (AC motor),0.342,0.045,2.0,1.7,Beauty tech
2027,Canada,Hair dryer – Professional salon (AC motor),0.349,0.047,2.0,1.7,Beauty tech
2028,Canada,Hair dryer – Professional salon (AC motor),0.355,0.049,2.0,1.7,Beauty tech
2015,Canada,Steam iron – Conventional steam,0.99,0.087,,0.7,Wrinkle care
2016,Canada,Steam iron – Conventional steam,0.999,0.09,0.9,0.7,Wrinkle care
2017,Canada,Steam iron – Conventional steam,1.008,0.092,0.9,0.7,Wrinkle care
2018,Canada,Steam iron – Conventional steam,1.017,0.095,0.9,0.7,Wrinkle care
2019,Canada,Steam iron – Conventional steam,1.026,0.098,0.9,0.7,Wrinkle care
2020,Canada,Steam iron – Conventional steam,1.035,0.101,0.9,0.7,Wrinkle care
2021,Canada,Steam iron – Conventional steam,1.045,0.104,0.9,0.7,Wrinkle care
2022,Canada,Steam iron – Conventional steam,1.054,0.107,0.9,0.7,Wrinkle care
2023,Canada,Steam iron – Conventional steam,1.064,0.11,0.9,0.7,Wrinkle care
2024,Canada,Steam iron – Conventional steam,1.073,0.113,0.9,0.7,Wrinkle care
2025,Canada,Steam iron – Conventional steam,1.081,0.116,0.7,0.7,Wrinkle care
2026,Canada,Steam iron – Conventional steam,1.088,0.119,0.7,0.7,Wrinkle care
2027,Canada,Steam iron – Conventional steam,1.096,0.122,0.7,0.7,Wrinkle care
2028,Canada,Steam iron – Conventional steam,1.104,0.126,0.7,0.7,Wrinkle care
2015,Canada,Steam iron – Steam generator/boiler,0.412,0.064,,0.7,Wrinkle care
2016,Canada,Steam iron – Steam generator/boiler,0.417,0.065,1.0,0.7,Wrinkle care
2017,Canada,Steam iron – Steam generator/boiler,0.421,0.067,1.0,0.7,Wrinkle care
2018,Canada,Steam iron – Steam generator/boiler,0.425,0.069,1.0,0.7,Wrinkle care
2019,Canada,Steam iron – Steam generator/boiler,0.429,0.072,1.0,0.7,Wrinkle care
2020,Canada,Steam iron – Steam generator/boiler,0.434,0.074,1.0,0.7,Wrinkle care
2021,Canada,Steam iron – Steam generator/boiler,0.438,0.076,1.0,0.7,Wrinkle care
2022,Canada,Steam iron – Steam generator/boiler,0.442,0.078,1.0,0.7,Wrinkle care
2023,Canada,Steam iron – Steam generator/boiler,0.447,0.081,1.0,0.7,Wrinkle care
2024,Canada,Steam iron – Steam generator/boiler,0.451,0.083,1.0,0.7,Wrinkle care
2025,Canada,Steam iron – Steam generator/boiler,0.455,0.085,0.8,0.7,Wrinkle care
2026,Canada,Steam iron – Steam generator/boiler,0.458,0.088,0.8,0.7,Wrinkle care
2027,Canada,Steam iron – Steam generator/boiler,0.462,0.09,0.8,0.7,Wrinkle care
2028,Canada,Steam iron – Steam generator/boiler,0.466,0.093,0.8,0.7,Wrinkle care
2015,Canada,Steam iron – Cordless steam iron,0.247,0.041,,0.7,Wrinkle care
2016,Canada,Steam iron – Cordless steam iron,0.25,0.042,1.1,0.7,Wrinkle care
2017,Canada,Steam iron – Cordless steam iron,0.253,0.043,1.1,0.7,Wrinkle care
2018,Canada,Steam iron – Cordless steam iron,0.256,0.045,1.1,0.7,Wrinkle care
2019,Canada,Steam iron – Cordless steam iron,0.259,0.046,1.1,0.7,Wrinkle care
2020,Canada,Steam iron – Cordless steam iron,0.261,0.048,1.1,0.7,Wrinkle care
2021,Canada,Steam iron – Cordless steam iron,0.264,0.049,1.1,0.7,Wrinkle care
2022,Canada,Steam iron – Cordless steam iron,0.267,0.051,1.1,0.7,Wrinkle care
2023,Canada,Steam iron – Cordless steam iron,0.27,0.052,1.1,0.7,Wrinkle care
2024,Canada,Steam iron – Cordless steam iron,0.273,0.054,1.1,0.7,Wrinkle care
2025,Canada,Steam iron – Cordless steam iron,0.276,0.055,0.9,0.7,Wrinkle care
2026,Canada,Steam iron – Cordless steam iron,0.278,0.057,0.9,0.7,Wrinkle care
2027,Canada,Steam iron – Cordless steam iron,0.281,0.059,0.9,0.7,Wrinkle care
2028,Canada,Steam iron – Cordless steam iron,0.283,0.06,0.9,0.7,Wrinkle care
2015,Mexico,Refrigerator – Top-freezer,1.875,1.02,,2.2,Urbanization
2016,Mexico,Refrigerator – Top-freezer,1.922,1.066,2.5,2.2,Urbanization
2017,Mexico,Refrigerator – Top-freezer,1.97,1.115,2.5,2.2,Urbanization
2018,Mexico,Refrigerator – Top-freezer,2.019,1.166,2.5,2.2,Urbanization
2019,Mexico,Refrigerator – Top-freezer,2.07,1.219,2.5,2.2,Urbanization
2020,Mexico,Refrigerator – Top-freezer,2.121,1.274,2.5,2.2,Urbanization
2021,Mexico,Refrigerator – Top-freezer,2.174,1.332,2.5,2.2,Urbanization
2022,Mexico,Refrigerator – Top-freezer,2.229,1.393,2.5,2.2,Urbanization
2023,Mexico,Refrigerator – Top-freezer,2.285,1.456,2.5,2.2,Urbanization
2024,Mexico,Refrigerator – Top-freezer,2.342,1.522,2.5,2.2,Urbanization
2025,Mexico,Refrigerator – Top-freezer,2.393,1.587,2.2,2.2,Urbanization
2026,Mexico,Refrigerator – Top-freezer,2.446,1.654,2.2,2.2,Urbanization
2027,Mexico,Refrigerator – Top-freezer,2.5,1.725,2.2,2.2,Urbanization
2028,Mexico,Refrigerator – Top-freezer,2.555,1.798,2.2,2.2,Urbanization
2015,Mexico,Refrigerator – Bottom-freezer,1.125,0.72,,2.2,Urbanization
2016,Mexico,Refrigerator – Bottom-freezer,1.153,0.753,2.5,2.2,Urbanization
2017,Mexico,Refrigerator – Bottom-freezer,1.182,0.787,2.5,2.2,Urbanization
2018,Mexico,Refrigerator – Bottom-freezer,1.212,0.823,2.5,2.2,Urbanization
2019,Mexico,Refrigerator – Bottom-freezer,1.242,0.86,2.5,2.2,Urbanization
2020,Mexico,Refrigerator – Bottom-freezer,1.273,0.899,2.5,2.2,Urbanization
2021,Mexico,Refrigerator – Bottom-freezer,1.305,0.94,2.5,2.2,Urbanization
2022,Mexico,Refrigerator – Bottom-freezer,1.337,0.983,2.5,2.2,Urbanization
2023,Mexico,Refrigerator – Bottom-freezer,1.371,1.028,2.5,2.2,Urbanization
2024,Mexico,Refrigerator – Bottom-freezer,1.405,1.075,2.5,2.2,Urbanization
2025,Mexico,Refrigerator – Bottom-freezer,1.436,1.12,2.2,2.2,Urbanization
2026,Mexico,Refrigerator – Bottom-freezer,1.467,1.168,2.2,2.2,Urbanization
2027,Mexico,Refrigerator – Bottom-freezer,1.5,1.217,2.2,2.2,Urbanization
2028,Mexico,Refrigerator – Bottom-freezer,1.533,1.269,2.2,2.2,Urbanization
2015,Mexico,Refrigerator – Side-by-side,0.75,0.6,,2.2,Urbanization
2016,Mexico,Refrigerator – Side-by-side,0.77,0.629,2.7,2.2,Urbanization
2017,Mexico,Refrigerator – Side-by-side,0.791,0.658,2.7,2.2,Urbanization
2018,Mexico,Refrigerator – Side-by-side,0.812,0.69,2.7,2.2,Urbanization
2019,Mexico,Refrigerator – Side-by-side,0.834,0.722,2.7,2.2,Urbanization
2020,Mexico,Refrigerator – Side-by-side,0.857,0.757,2.7,2.2,Urbanization
2021,Mexico,Refrigerator – Side-by-side,0.88,0.793,2.7,2.2,Urbanization
2022,Mexico,Refrigerator – Side-by-side,0.904,0.831,2.7,2.2,Urbanization
2023,Mexico,Refrigerator – Side-by-side,0.928,0.87,2.7,2.2,Urbanization
2024,Mexico,Refrigerator – Side-by-side,0.953,0.911,2.7,2.2,Urbanization
2025,Mexico,Refrigerator – Side-by-side,0.976,0.952,2.4,2.2,Urbanization
2026,Mexico,Refrigerator – Side-by-side,1.0,0.994,2.4,2.2,Urbanization
2027,Mexico,Refrigerator – Side-by-side,1.024,1.038,2.4,2.2,Urbanization
2028,Mexico,Refrigerator – Side-by-side,1.048,1.085,2.4,2.2,Urbanization
2015,Mexico,Washing machine – Top-load agitator,0.75,0.306,,2.6,Premiumization
2016,Mexico,Washing machine – Top-load agitator,0.772,0.321,3.0,2.6,Premiumization
2017,Mexico,Washing machine – Top-load agitator,0.796,0.338,3.0,2.6,Premiumization
2018,Mexico,Washing machine – Top-load agitator,0.82,0.355,3.0,2.6,Premiumization
2019,Mexico,Washing machine – Top-load agitator,0.844,0.373,3.0,2.6,Premiumization
2020,Mexico,Washing machine – Top-load agitator,0.869,0.392,3.0,2.6,Premiumization
2021,Mexico,Washing machine – Top-load agitator,0.896,0.411,3.0,2.6,Premiumization
2022,Mexico,Washing machine – Top-load agitator,0.922,0.432,3.0,2.6,Premiumization
